fecha,almacenamiento_hm3,precipitacion_mm,lluvia_mm,evapotranspiracion_mm,temp_media_c,temp_max_c,temp_min_c,horas_precipitacion,viento_max_km_h,viento_medio_km_h,deficit_presion_vapor_kpa,radiacion_solar_mj_m2,humedad_relativa_pct,cobertura_nubes_pct,humedad_suelo_0_100cm,humedad_suelo_0_7cm,humedad_suelo_28_100cm,humedad_suelo_7_28cm,datos_completos
1940-01-01,,0.0,0.0,3.19,15.5,23.7,7.9,0.0,11.9,6.8,2.33,14.54,42,41,0.053,0.053,0.051,0.062,False
1940-01-02,,0.0,0.0,2.86,15.5,23.3,8.4,0.0,13.0,7.2,2.3,11.71,42,77,0.053,0.053,0.051,0.061,False
1940-01-03,,0.0,0.0,3.68,17.0,25.5,9.5,0.0,18.2,9.7,2.6,14.1,42,63,0.053,0.052,0.051,0.061,False
1940-01-04,,0.0,0.0,2.75,16.1,22.8,9.2,0.0,13.2,6.5,2.0,11.94,52,68,0.053,0.052,0.051,0.061,False
1940-01-05,,0.1,0.1,2.19,15.1,21.0,10.0,1.0,19.8,11.3,1.38,8.83,66,78,0.053,0.052,0.051,0.061,False
1940-01-06,,0.0,0.0,2.19,13.5,19.3,8.8,0.0,10.8,7.3,1.33,12.56,75,67,0.053,0.052,0.051,0.061,False
1940-01-07,,0.0,0.0,2.62,13.2,19.9,5.8,0.0,8.7,5.9,1.66,14.4,59,35,0.053,0.054,0.051,0.061,False
1940-01-08,,0.0,0.0,3.0,15.4,23.2,7.9,0.0,10.4,7.1,2.02,14.05,49,72,0.053,0.055,0.051,0.061,False
1940-01-09,,0.0,0.0,2.99,15.6,22.4,9.4,0.0,15.1,7.2,1.76,13.85,54,50,0.053,0.054,0.051,0.061,False
1940-01-10,,0.0,0.0,3.0,14.2,21.6,6.8,0.0,11.2,7.6,1.94,14.73,53,71,0.053,0.054,0.051,0.061,False
1940-01-11,,0.0,0.0,3.1,15.9,23.9,8.2,0.0,12.3,7.2,2.37,14.05,50,64,0.053,0.053,0.051,0.061,False
1940-01-12,,0.0,0.0,3.2,16.0,23.0,9.7,0.0,16.3,7.6,1.96,15.01,51,19,0.053,0.053,0.051,0.061,False
1940-01-13,,0.0,0.0,3.75,14.5,21.7,8.5,0.0,16.6,10.9,2.24,15.61,47,53,0.053,0.053,0.051,0.061,False
1940-01-14,,0.0,0.0,3.83,13.6,22.7,5.9,0.0,11.9,7.6,2.57,15.61,18,84,0.053,0.052,0.051,0.061,False
1940-01-15,,0.0,0.0,2.88,15.0,22.3,9.6,0.0,8.8,6.7,2.46,7.86,18,100,0.053,0.052,0.051,0.061,False
1940-01-16,,0.0,0.0,2.9,15.5,20.9,11.3,0.0,12.9,7.3,1.96,9.74,29,85,0.053,0.052,0.051,0.061,False
1940-01-17,,0.0,0.0,3.41,14.3,22.0,6.8,0.0,14.5,7.4,2.17,15.87,44,10,0.053,0.053,0.051,0.061,False
1940-01-18,,0.0,0.0,3.33,14.5,22.5,5.5,0.0,15.3,7.1,2.33,15.19,39,32,0.053,0.052,0.051,0.061,False
1940-01-19,,0.0,0.0,3.37,15.8,23.7,8.6,0.0,12.3,8.8,2.16,12.72,39,28,0.053,0.053,0.051,0.061,False
1940-01-20,,0.3,0.3,2.94,16.2,23.0,10.3,3.0,13.7,7.6,1.88,13.13,51,41,0.053,0.055,0.051,0.061,False
1940-01-21,,1.0,1.0,2.48,15.0,20.3,10.8,4.0,13.4,7.6,1.31,12.01,66,51,0.055,0.071,0.051,0.061,False
1940-01-22,,0.0,0.0,3.06,13.3,20.2,5.9,0.0,8.7,5.7,1.87,16.62,48,0,0.054,0.069,0.051,0.061,False
1940-01-23,,0.0,0.0,3.36,14.2,22.4,6.2,0.0,11.5,7.1,2.21,15.29,39,81,0.054,0.064,0.051,0.061,False
1940-01-24,,0.0,0.0,3.51,14.2,21.4,6.2,0.0,12.8,6.8,2.12,16.49,38,29,0.054,0.06,0.051,0.061,False
1940-01-25,,0.0,0.0,3.98,14.9,23.2,7.1,0.0,12.8,9.5,2.31,16.56,33,7,0.054,0.057,0.051,0.061,False
1940-01-26,,0.0,0.0,3.86,16.2,24.0,8.8,0.0,11.0,8.6,2.39,16.34,37,22,0.053,0.056,0.051,0.061,False
1940-01-27,,0.0,0.0,3.95,17.8,27.1,10.8,0.0,13.7,8.0,2.96,16.65,40,43,0.053,0.056,0.051,0.061,False
1940-01-28,,0.0,0.0,3.75,17.5,27.1,8.5,0.0,15.7,7.8,3.01,16.22,46,9,0.053,0.055,0.051,0.061,False
1940-01-29,,0.2,0.2,2.79,18.0,24.9,12.5,2.0,12.1,6.4,2.12,13.91,58,55,0.054,0.057,0.051,0.061,False
1940-01-30,,0.4,0.4,3.13,18.1,24.4,12.9,3.0,13.7,8.3,1.81,14.61,62,43,0.053,0.057,0.051,0.061,False
1940-01-31,,0.3,0.3,1.85,17.1,21.4,14.0,3.0,14.8,8.8,1.11,8.65,75,82,0.054,0.063,0.051,0.061,False
1940-02-01,,2.5,2.5,2.1,16.2,20.6,13.2,10.0,23.3,13.1,1.34,10.3,77,75,0.054,0.069,0.051,0.061,False
1940-02-02,,6.6,6.6,2.2,15.1,19.1,11.3,8.0,8.4,5.2,1.23,12.9,77,75,0.06,0.155,0.05,0.062,False
1940-02-03,,0.0,0.0,2.97,13.8,20.3,8.6,0.0,13.2,7.7,1.55,16.6,67,48,0.059,0.148,0.05,0.062,False
1940-02-04,,0.0,0.0,3.28,14.0,21.0,8.0,0.0,15.8,10.3,1.62,17.5,64,44,0.058,0.128,0.05,0.062,False
1940-02-05,,0.0,0.0,3.8,14.8,22.3,9.1,0.0,19.5,13.9,1.93,18.1,61,26,0.057,0.11,0.05,0.062,False
1940-02-06,,0.0,0.0,3.74,14.5,22.4,7.5,0.0,13.2,9.6,2.1,18.51,51,21,0.056,0.093,0.05,0.062,False
1940-02-07,,0.0,0.0,3.34,13.5,21.8,6.7,0.0,17.0,8.2,2.07,17.25,60,57,0.055,0.081,0.05,0.063,False
1940-02-08,,0.0,0.0,3.61,12.8,19.5,5.8,0.0,21.9,10.2,1.6,17.14,60,11,0.054,0.074,0.05,0.063,False
1940-02-09,,0.0,0.0,4.47,12.6,20.3,5.2,0.0,14.3,11.4,2.14,19.58,30,0,0.054,0.067,0.05,0.063,False
1940-02-10,,0.0,0.0,4.49,13.7,22.9,5.2,0.0,12.3,9.8,2.55,19.51,28,5,0.054,0.061,0.05,0.063,False
1940-02-11,,0.0,0.0,4.08,14.0,22.9,4.6,0.0,15.5,7.3,2.53,18.6,34,71,0.053,0.058,0.05,0.063,False
1940-02-12,,0.0,0.0,3.38,15.5,21.8,9.0,0.0,10.5,7.0,2.21,14.23,39,100,0.053,0.057,0.05,0.063,False
1940-02-13,,0.0,0.0,3.49,15.6,22.8,9.2,0.0,13.3,7.7,2.28,13.54,37,97,0.053,0.055,0.05,0.063,False
1940-02-14,,0.0,0.0,4.27,14.2,21.4,6.9,0.0,17.7,8.7,2.24,19.89,37,17,0.053,0.055,0.05,0.063,False
1940-02-15,,0.1,0.1,3.29,12.6,18.2,7.2,1.0,17.3,11.6,1.39,16.27,57,21,0.053,0.055,0.05,0.063,False
1940-02-16,,0.0,0.0,4.36,12.9,20.4,5.3,0.0,13.2,10.2,2.16,20.45,33,0,0.053,0.055,0.05,0.063,False
1940-02-17,,0.0,0.0,5.35,15.5,25.7,5.7,0.0,14.3,11.2,3.16,20.74,19,16,0.053,0.054,0.05,0.063,False
1940-02-18,,0.0,0.0,5.65,16.8,26.0,7.6,0.0,17.3,10.6,3.17,20.98,16,14,0.053,0.053,0.05,0.063,False
1940-02-19,,0.0,0.0,5.39,16.4,25.2,8.2,0.0,14.3,11.6,3.05,20.42,22,45,0.053,0.053,0.05,0.063,False
1940-02-20,,0.0,0.0,3.93,16.5,24.1,9.5,0.0,11.9,7.4,2.77,12.6,18,93,0.053,0.053,0.05,0.063,False
1940-02-21,,0.2,0.2,3.53,17.6,25.5,9.8,1.0,12.8,6.4,2.91,12.5,29,78,0.053,0.053,0.05,0.063,False
1940-02-22,,3.0,3.0,2.53,16.0,20.7,12.7,6.0,20.2,9.7,1.48,10.04,55,76,0.054,0.072,0.05,0.063,False
1940-02-23,,0.2,0.2,3.32,17.8,23.7,12.7,1.0,11.0,6.4,1.72,16.25,59,44,0.055,0.082,0.05,0.062,False
1940-02-24,,0.0,0.0,4.65,18.1,26.4,9.7,0.0,14.8,9.9,2.72,20.47,51,39,0.054,0.072,0.05,0.062,False
1940-02-25,,0.0,0.0,3.72,17.7,25.1,11.5,0.0,14.8,6.5,2.42,16.11,47,96,0.054,0.063,0.05,0.063,False
1940-02-26,,2.4,2.4,2.01,15.9,19.8,13.3,7.0,9.2,4.7,1.2,10.18,65,74,0.055,0.081,0.05,0.062,False
1940-02-27,,0.0,0.0,4.19,17.4,26.3,9.2,0.0,10.4,8.4,2.58,19.85,57,18,0.055,0.081,0.05,0.063,False
1940-02-28,,0.0,0.0,5.27,19.7,28.9,10.1,0.0,15.6,9.3,3.26,21.63,42,0,0.054,0.069,0.05,0.063,False
1940-02-29,,0.0,0.0,5.18,18.0,25.5,10.0,0.0,16.9,9.6,2.63,22.0,40,0,0.054,0.062,0.05,0.063,False
1940-03-01,,0.0,0.0,5.8,17.2,25.2,9.3,0.0,20.9,14.1,2.83,22.67,36,0,0.053,0.058,0.05,0.063,False
1940-03-02,,0.0,0.0,5.49,17.1,25.9,8.6,0.0,15.1,10.4,3.04,21.7,27,56,0.053,0.056,0.05,0.063,False
1940-03-03,,0.0,0.0,5.16,17.7,25.6,8.8,0.0,17.4,9.0,2.88,21.71,37,64,0.053,0.055,0.05,0.063,False
1940-03-04,,0.0,0.0,5.16,16.8,24.7,7.7,0.0,11.9,8.4,2.8,23.3,31,0,0.053,0.057,0.05,0.064,False
1940-03-05,,0.0,0.0,6.05,19.0,28.7,9.1,0.0,18.2,10.6,3.65,23.4,26,0,0.053,0.055,0.05,0.064,False
1940-03-06,,0.0,0.0,5.89,19.4,28.6,9.4,0.0,19.8,11.0,3.62,20.35,26,73,0.053,0.053,0.05,0.064,False
1940-03-07,,0.0,0.0,5.9,20.8,29.8,10.1,0.0,16.6,8.1,3.89,23.17,25,31,0.053,0.052,0.05,0.064,False
1940-03-08,,0.0,0.0,5.98,20.9,28.3,13.2,0.0,16.9,9.0,3.4,21.89,16,25,0.053,0.051,0.05,0.064,False
1940-03-09,,0.0,0.0,6.19,19.6,27.2,12.4,0.0,20.8,13.9,2.86,22.98,32,7,0.053,0.051,0.05,0.064,False
1940-03-10,,0.1,0.1,5.07,18.4,24.7,13.4,1.0,21.3,13.7,2.46,21.05,49,61,0.053,0.05,0.05,0.064,False
1940-03-11,,0.0,0.0,4.78,15.8,22.0,9.7,0.0,17.8,10.2,1.95,23.67,51,31,0.053,0.05,0.05,0.063,False
1940-03-12,,0.0,0.0,5.77,16.2,23.8,8.5,0.0,17.1,12.1,2.74,23.47,31,49,0.053,0.049,0.05,0.064,False
1940-03-13,,0.0,0.0,6.77,18.5,29.2,7.7,0.0,15.8,11.7,3.91,24.83,10,59,0.053,0.049,0.05,0.064,False
1940-03-14,,0.0,0.0,7.06,20.3,30.8,10.6,0.0,16.2,11.2,4.27,25.27,11,3,0.053,0.048,0.05,0.064,False
1940-03-15,,0.0,0.0,6.35,20.0,30.3,9.1,0.0,20.0,8.7,4.08,25.24,20,6,0.053,0.048,0.05,0.064,False
1940-03-16,,0.0,0.0,6.3,20.3,29.3,10.1,0.0,18.9,9.3,3.57,24.42,21,34,0.053,0.048,0.05,0.064,False
1940-03-17,,0.0,0.0,5.83,20.4,27.4,12.9,0.0,22.8,12.2,2.95,21.36,32,95,0.053,0.048,0.05,0.064,False
1940-03-18,,0.0,0.0,4.67,20.0,26.7,13.9,0.0,13.6,10.2,2.79,17.04,43,84,0.053,0.047,0.05,0.064,False
1940-03-19,,0.0,0.0,5.43,19.5,26.7,12.3,0.0,16.6,9.1,2.76,23.69,42,7,0.053,0.047,0.05,0.064,False
1940-03-20,,0.0,0.0,5.08,18.8,25.8,11.3,0.0,15.7,7.9,2.67,23.12,48,10,0.053,0.047,0.05,0.064,False
1940-03-21,,0.0,0.0,6.0,19.4,26.7,10.7,0.0,19.0,8.9,3.1,25.41,28,10,0.053,0.048,0.05,0.064,False
1940-03-22,,0.1,0.1,4.29,18.3,24.5,11.5,1.0,19.0,9.4,2.31,17.5,41,54,0.053,0.051,0.05,0.064,False
1940-03-23,,0.3,0.3,4.53,18.6,24.4,12.4,3.0,10.5,6.1,2.22,22.79,52,28,0.054,0.057,0.05,0.065,False
1940-03-24,,0.0,0.0,5.92,20.7,28.5,11.4,0.0,18.3,7.4,3.31,25.32,36,0,0.054,0.056,0.05,0.065,False
1940-03-25,,0.0,0.0,6.59,21.9,30.1,12.8,0.0,19.9,10.4,3.74,25.22,31,44,0.053,0.053,0.05,0.065,False
1940-03-26,,0.0,0.0,5.73,20.1,26.1,14.6,0.0,23.7,14.3,2.3,23.59,45,10,0.053,0.053,0.05,0.065,False
1940-03-27,,0.1,0.1,5.09,19.4,26.2,14.2,1.0,19.2,11.7,2.55,22.73,54,77,0.053,0.054,0.05,0.065,False
1940-03-28,,0.0,0.0,4.59,19.5,25.7,12.6,0.0,14.3,9.9,2.27,18.47,48,52,0.053,0.053,0.05,0.065,False
1940-03-29,,0.0,0.0,5.86,20.9,28.7,12.3,0.0,16.1,7.6,3.16,25.86,44,0,0.053,0.053,0.05,0.065,False
1940-03-30,,0.0,0.0,6.42,22.9,31.6,13.2,0.0,16.4,7.6,4.05,26.55,34,0,0.053,0.052,0.05,0.065,False
1940-03-31,,0.0,0.0,7.15,21.6,29.1,13.0,0.0,24.1,12.9,3.27,26.62,29,0,0.053,0.052,0.05,0.065,False
1940-04-01,,0.4,0.4,4.51,16.5,21.5,12.2,3.0,26.0,14.7,1.95,21.28,53,15,0.055,0.058,0.052,0.066,False
1940-04-02,,0.0,0.0,5.46,16.3,23.3,9.4,0.0,20.1,8.7,2.34,27.0,44,8,0.055,0.056,0.052,0.065,False
1940-04-03,,0.0,0.0,5.46,17.3,25.0,10.4,0.0,18.0,9.1,2.57,26.22,47,60,0.055,0.053,0.052,0.065,False
1940-04-04,,0.0,0.0,4.96,18.5,25.5,12.0,0.0,20.9,8.3,2.54,22.08,42,75,0.055,0.052,0.052,0.065,False
1940-04-05,,0.8,0.8,4.71,17.3,22.5,11.2,6.0,15.9,9.8,1.85,22.24,52,21,0.055,0.056,0.052,0.065,False
1940-04-06,,0.0,0.0,5.79,18.9,26.9,10.1,0.0,18.7,8.2,2.76,26.89,46,0,0.055,0.06,0.052,0.065,False
1940-04-07,,0.0,0.0,6.48,21.1,28.8,11.7,0.0,16.3,9.0,3.39,27.45,37,3,0.055,0.055,0.052,0.065,False
1940-04-08,,0.0,0.0,6.71,22.1,30.8,11.7,0.0,19.1,8.0,4.0,27.64,29,0,0.055,0.054,0.052,0.065,False
1940-04-09,,0.0,0.0,7.06,23.1,31.8,13.0,0.0,19.7,8.7,4.19,27.78,23,0,0.055,0.052,0.052,0.065,False
1940-04-10,,0.0,0.0,7.11,23.1,31.2,13.8,0.0,20.4,10.5,3.91,27.29,30,28,0.055,0.052,0.052,0.065,False
1940-04-11,,0.0,0.0,6.99,24.4,32.5,15.8,0.0,17.7,8.9,4.17,26.73,29,23,0.055,0.053,0.052,0.065,False
1940-04-12,,0.0,0.0,7.76,25.9,35.4,16.3,0.0,21.1,11.2,5.08,27.47,27,11,0.055,0.052,0.052,0.065,False
1940-04-13,,0.9,0.9,5.52,24.6,32.3,18.3,6.0,20.5,9.6,3.81,19.44,36,64,0.055,0.06,0.052,0.065,False
1940-04-14,,0.0,0.0,6.46,23.4,29.7,17.4,0.0,23.4,14.7,3.03,23.86,47,12,0.056,0.067,0.052,0.065,False
1940-04-15,,0.0,0.0,6.78,20.9,27.2,14.1,0.0,24.1,15.0,2.97,28.17,48,1,0.055,0.059,0.052,0.065,False
1940-04-16,,0.0,0.0,5.73,17.2,22.7,11.0,0.0,25.7,15.0,2.13,26.7,45,37,0.055,0.056,0.052,0.065,False
1940-04-17,,0.0,0.0,6.7,19.8,28.0,10.1,0.0,17.6,11.1,3.22,28.43,36,0,0.055,0.054,0.052,0.065,False
1940-04-18,,0.0,0.0,7.72,24.9,34.4,14.1,0.0,22.1,10.4,5.08,29.01,25,16,0.055,0.053,0.052,0.065,False
1940-04-19,,0.0,0.0,8.26,25.4,34.3,15.8,0.0,19.5,11.0,4.98,29.19,18,3,0.055,0.052,0.052,0.065,False
1940-04-20,,0.0,0.0,7.81,23.9,32.2,15.0,0.0,23.3,11.6,4.14,27.9,21,39,0.055,0.051,0.052,0.065,False
1940-04-21,,0.0,0.0,7.15,22.6,30.9,15.2,0.0,22.4,11.9,3.77,25.76,28,79,0.055,0.051,0.052,0.065,False
1940-04-22,,0.0,0.0,6.73,21.0,28.8,13.2,0.0,21.3,11.2,2.99,28.57,37,6,0.055,0.051,0.052,0.065,False
1940-04-23,,0.0,0.0,6.3,19.7,27.3,11.4,0.0,21.3,10.0,2.74,28.86,44,0,0.055,0.051,0.052,0.065,False
1940-04-24,,0.0,0.0,6.14,19.8,26.7,11.1,0.0,19.4,9.0,2.64,28.68,43,3,0.055,0.05,0.052,0.065,False
1940-04-25,,0.0,0.0,6.55,20.5,29.1,11.1,0.0,20.5,9.2,3.35,29.06,40,22,0.055,0.049,0.052,0.065,False
1940-04-26,,0.0,0.0,5.87,18.4,25.7,12.0,0.0,22.7,11.9,2.38,27.68,51,11,0.055,0.049,0.052,0.065,False
1940-04-27,,0.0,0.0,5.69,17.4,23.5,11.1,0.0,19.1,10.7,2.1,27.28,45,8,0.055,0.049,0.052,0.065,False
1940-04-28,,0.0,0.0,6.63,19.0,26.6,10.3,0.0,18.4,10.7,2.81,29.52,37,0,0.054,0.048,0.052,0.065,False
1940-04-29,,0.0,0.0,6.84,21.6,29.9,11.8,0.0,16.5,7.7,3.77,29.77,33,0,0.054,0.048,0.052,0.065,False
1940-04-30,,0.0,0.0,7.49,23.8,33.7,12.3,0.0,17.6,8.4,4.8,30.13,28,0,0.054,0.048,0.052,0.065,False
1940-05-01,,0.0,0.0,7.97,26.8,36.2,15.6,0.0,18.6,8.7,5.6,29.71,23,55,0.054,0.047,0.052,0.065,False
1940-05-02,,0.0,0.0,7.16,27.0,34.7,17.8,0.0,18.2,8.4,5.09,24.48,20,96,0.054,0.046,0.052,0.065,False
1940-05-03,,0.0,0.0,8.22,26.9,34.8,18.7,0.0,21.4,11.3,4.77,28.57,23,35,0.054,0.045,0.052,0.065,False
1940-05-04,,0.0,0.0,7.94,25.9,34.0,16.1,0.0,15.8,9.4,4.79,29.84,27,3,0.054,0.045,0.052,0.065,False
1940-05-05,,0.0,0.0,7.84,26.9,34.5,17.3,0.0,19.6,9.2,4.87,28.59,21,54,0.054,0.044,0.052,0.065,False
1940-05-06,,0.0,0.0,8.38,25.7,34.1,17.3,0.0,20.7,11.9,4.54,29.92,26,17,0.054,0.044,0.052,0.065,False
1940-05-07,,0.0,0.0,8.17,24.7,33.3,14.3,0.0,15.6,10.1,4.74,30.73,20,40,0.054,0.044,0.052,0.066,False
1940-05-08,,0.0,0.0,8.31,26.9,36.1,15.9,0.0,18.4,9.9,5.53,28.95,20,61,0.054,0.043,0.052,0.066,False
1940-05-09,,0.0,0.0,8.42,28.8,38.2,18.2,0.0,20.6,8.9,6.31,30.09,16,26,0.054,0.043,0.052,0.066,False
1940-05-10,,0.0,0.0,8.67,28.7,36.6,19.5,0.0,18.6,10.5,5.63,29.78,18,28,0.054,0.042,0.052,0.066,False
1940-05-11,,0.3,0.3,7.02,28.5,35.0,21.7,1.0,12.8,9.6,4.62,22.63,27,86,0.054,0.042,0.052,0.066,False
1940-05-12,,0.0,0.0,6.93,28.0,35.3,20.8,0.0,18.8,9.0,4.57,25.21,33,61,0.054,0.041,0.052,0.066,False
1940-05-13,,0.1,0.1,8.07,28.6,36.3,20.9,1.0,20.3,10.2,5.22,28.01,30,55,0.054,0.041,0.052,0.066,False
1940-05-14,,0.0,0.0,8.05,29.4,37.0,20.8,0.0,20.4,9.2,5.53,27.28,22,60,0.054,0.04,0.052,0.066,False
1940-05-15,,0.0,0.0,8.91,29.3,37.1,21.2,0.0,23.1,11.0,5.57,29.79,19,8,0.054,0.039,0.052,0.066,False
1940-05-16,,0.0,0.0,8.69,26.9,34.6,19.1,0.0,23.3,11.6,4.82,30.4,23,28,0.054,0.038,0.052,0.066,False
1940-05-17,,0.0,0.0,8.2,24.5,32.2,17.0,0.0,21.9,12.3,3.99,30.72,27,5,0.054,0.038,0.052,0.066,False
1940-05-18,,0.0,0.0,7.64,23.2,31.1,14.8,0.0,22.5,12.0,3.69,30.43,36,0,0.054,0.038,0.052,0.065,False
1940-05-19,,0.0,0.0,7.56,23.9,32.3,15.4,0.0,22.2,10.7,4.14,30.38,36,0,0.054,0.038,0.052,0.065,False
1940-05-20,,0.5,0.5,6.78,23.2,30.8,15.5,1.0,16.3,10.7,3.58,27.53,43,11,0.054,0.039,0.052,0.065,False
1940-05-21,,0.6,0.6,6.8,23.9,30.7,16.2,3.0,18.1,10.5,3.41,27.82,42,14,0.054,0.048,0.052,0.065,False
1940-05-22,,0.0,0.0,7.21,25.4,32.9,16.4,0.0,13.2,8.1,4.04,29.92,41,3,0.055,0.053,0.052,0.065,False
1940-05-23,,0.0,0.0,8.21,28.3,36.2,18.6,0.0,21.6,9.2,5.15,29.92,29,1,0.055,0.05,0.052,0.065,False
1940-05-24,,0.0,0.0,8.64,29.3,37.0,19.7,0.0,22.4,9.5,5.49,30.12,20,49,0.055,0.049,0.052,0.065,False
1940-05-25,,0.0,0.0,8.86,27.9,35.1,20.0,0.0,20.2,12.0,4.91,29.78,22,30,0.054,0.049,0.052,0.065,False
1940-05-26,,0.0,0.0,9.1,26.7,34.2,19.1,0.0,23.8,14.6,4.7,30.83,27,0,0.054,0.048,0.052,0.065,False
1940-05-27,,0.0,0.0,8.35,25.2,32.9,18.2,0.0,22.9,14.7,3.95,30.48,35,4,0.054,0.047,0.052,0.065,False
1940-05-28,,0.0,0.0,7.89,24.6,33.1,16.1,0.0,22.7,12.1,4.24,30.5,40,0,0.054,0.046,0.052,0.065,False
1940-05-29,,0.0,0.0,8.01,25.8,34.4,15.8,0.0,19.2,10.3,4.63,30.77,35,25,0.054,0.045,0.052,0.065,False
1940-05-30,,0.0,0.0,7.45,27.8,35.7,18.5,0.0,15.0,8.4,5.03,27.01,27,66,0.054,0.043,0.052,0.065,False
1940-05-31,,0.0,0.0,8.69,28.6,36.9,19.6,0.0,22.4,10.7,5.58,30.92,28,25,0.054,0.043,0.052,0.065,False
1940-06-01,,0.0,0.0,8.69,28.9,37.3,20.1,0.0,20.1,10.3,5.46,30.43,25,31,0.054,0.043,0.052,0.065,False
1940-06-02,,0.0,0.0,8.96,28.5,36.5,18.5,0.0,20.5,10.7,5.36,31.14,19,0,0.054,0.043,0.052,0.065,False
1940-06-03,,0.0,0.0,8.56,27.1,35.9,17.7,0.0,20.4,10.8,5.07,31.01,28,0,0.054,0.042,0.052,0.065,False
1940-06-04,,0.0,0.0,8.54,26.6,35.3,17.9,0.0,22.1,11.7,4.89,30.86,31,0,0.054,0.042,0.052,0.065,False
1940-06-05,,0.0,0.0,8.38,25.7,34.8,17.5,0.0,23.3,12.8,4.78,30.88,35,0,0.054,0.041,0.052,0.065,False
1940-06-06,,0.0,0.0,7.89,25.7,33.8,16.6,0.0,18.9,10.6,4.34,30.95,40,0,0.054,0.041,0.052,0.065,False
1940-06-07,,0.0,0.0,8.32,27.0,35.6,17.0,0.0,19.4,10.0,5.2,31.18,32,23,0.054,0.04,0.052,0.065,False
1940-06-08,,0.0,0.0,8.4,27.3,35.9,17.4,0.0,19.4,9.9,5.35,31.33,28,24,0.054,0.038,0.052,0.066,False
1940-06-09,,0.0,0.0,8.04,27.5,36.6,17.7,0.0,19.6,8.4,5.54,30.56,27,43,0.054,0.038,0.052,0.066,False
1940-06-10,,0.0,0.0,8.63,29.6,38.2,19.3,0.0,19.5,9.3,5.9,30.34,24,44,0.054,0.037,0.052,0.066,False
1940-06-11,,0.0,0.0,9.08,31.9,41.3,20.9,0.0,19.9,8.9,7.3,30.95,19,6,0.054,0.038,0.052,0.066,False
1940-06-12,,0.0,0.0,10.17,34.4,43.7,22.8,0.0,23.2,10.9,8.51,31.19,14,7,0.054,0.038,0.052,0.067,False
1940-06-13,,0.0,0.0,10.12,33.6,42.2,23.8,0.0,22.6,12.1,7.35,30.88,21,4,0.054,0.037,0.052,0.067,False
1940-06-14,,0.0,0.0,9.74,32.3,41.2,23.8,0.0,23.3,12.8,6.81,30.54,29,6,0.054,0.036,0.052,0.066,False
1940-06-15,,0.0,0.0,9.09,30.1,38.0,23.0,0.0,23.0,13.5,5.46,30.31,35,36,0.054,0.036,0.052,0.066,False
1940-06-16,,0.0,0.0,8.74,29.8,38.0,21.0,0.0,18.4,11.1,5.59,30.63,34,0,0.054,0.035,0.052,0.066,False
1940-06-17,,0.0,0.0,7.29,30.5,39.2,21.5,0.0,18.3,8.2,6.04,25.71,34,42,0.054,0.034,0.052,0.066,False
1940-06-18,,0.0,0.0,8.41,31.2,40.0,21.8,0.0,18.6,9.2,6.21,30.06,38,4,0.054,0.033,0.052,0.066,False
1940-06-19,,0.0,0.0,8.65,32.6,41.0,23.6,0.0,20.5,10.2,6.51,29.02,37,27,0.053,0.031,0.052,0.065,False
1940-06-20,,0.0,0.0,9.04,32.5,39.7,25.8,0.0,21.4,13.6,5.6,28.67,38,10,0.053,0.03,0.052,0.065,False
1940-06-21,,0.0,0.0,8.09,32.0,38.8,25.6,0.0,19.0,10.5,5.3,27.27,40,13,0.053,0.029,0.052,0.065,False
1940-06-22,,0.0,0.0,8.21,31.4,38.1,24.8,0.0,16.7,10.3,5.01,28.76,40,3,0.053,0.028,0.052,0.065,False
1940-06-23,,0.0,0.0,8.75,30.9,37.5,23.5,0.0,21.5,11.5,5.12,29.59,35,45,0.053,0.027,0.052,0.065,False
1940-06-24,,0.0,0.0,8.43,30.8,38.0,23.2,0.0,18.8,10.8,5.39,29.06,36,77,0.053,0.027,0.052,0.065,False
1940-06-25,,0.0,0.0,8.26,30.7,38.1,22.3,0.0,20.0,11.2,5.39,27.56,36,76,0.053,0.026,0.052,0.065,False
1940-06-26,,0.0,0.0,8.53,30.3,38.1,23.0,0.0,21.6,12.4,5.2,28.34,38,47,0.053,0.025,0.052,0.064,False
1940-06-27,,0.0,0.0,8.64,30.2,37.3,22.5,0.0,20.7,12.1,5.23,28.86,35,28,0.053,0.024,0.052,0.064,False
1940-06-28,,0.0,0.0,7.62,30.8,37.7,22.9,0.0,14.8,9.2,5.38,27.41,36,37,0.053,0.024,0.052,0.064,False
1940-06-29,,0.0,0.0,8.45,31.7,38.6,23.5,0.0,21.0,9.2,5.67,29.52,33,9,0.053,0.025,0.052,0.065,False
1940-06-30,,0.0,0.0,9.09,32.6,40.3,23.3,0.0,23.0,9.5,6.78,30.58,23,0,0.053,0.024,0.052,0.065,False
1940-07-01,,0.0,0.0,9.73,32.8,40.2,23.8,0.0,21.0,11.2,6.85,30.84,18,0,0.053,0.025,0.052,0.065,False
1940-07-02,,0.0,0.0,10.44,33.1,41.8,22.8,0.0,19.9,12.4,7.69,30.87,11,33,0.053,0.025,0.052,0.065,False
1940-07-03,,0.0,0.0,9.61,35.1,43.6,26.2,0.0,18.0,10.1,8.57,28.97,11,80,0.053,0.024,0.052,0.066,False
1940-07-04,,0.0,0.0,8.79,34.4,42.8,25.7,0.0,18.7,9.9,8.05,25.15,14,71,0.053,0.023,0.052,0.065,False
